5;2.0174;79.265;32.544;0.99554
25;27.963;89.365;21.126;0.96151
50;74.153;92.714;16.891;0.93686
100;153.32;95.221;13.736;0.90553
175;244.2;96.581;11.715;0.88265
250;312.17;97.201;10.648;0.83317
500;481.96;98.006;8.7619;0.78964
1000;721.35;98.575;7.0106;0.72691
