5;2.0174;81.468;32.544;0.99554
25;27.963;89.732;21.126;0.96151
50;74.153;92.953;16.891;0.93686
100;153.32;95.461;13.736;0.90553
200;268.1;97.144;11.309;0.87495
400;421.09;98.172;9.3483;0.82631
750;611.57;98.806;7.7276;0.70553
1000;721.35;99.031;7.0106;0.72691
