5;3.1169;78.006;33.107;0.98371
25;16.313;92.759;25.919;0.96718
50;27.827;95.599;23.599;0.95885
100;44.107;97.289;21.599;0.94761
200;70.002;98.346;19.593;0.91369
400;113.92;98.996;17.478;0.87198
750;207.8;99.303;14.868;0.79916
1000;223.69;99.401;14.548;0.8113
