5;3.802;66.491;37.086;0.9957
25;28.584;85.228;28.325;0.97449
50;57.307;90.225;25.304;0.95432
100;98.405;93.791;22.956;0.92719
175;141.84;95.895;21.368;0.89866
250;176.95;96.86;20.408;0.87607
500;282.2;98.175;18.381;0.81041
1000;501.02;98.922;15.888;0.69149
