0.54688;59.961;47.004;0.99998
27.781;76.299;29.945;0.99909
36.609;80.725;28.747;0.99882
270.2;84.955;20.066;0.99084
869.44;88.145;14.99;0.96897
1479.8;89.967;12.681;0.94593
6031.1;93.807;6.5787;0.7415
6980;95.89;5.9441;0.71897
