0.54644;91.275;45.034
1.3686;96.763;41.047
2.4305;98.059;38.553
4.7607;98.844;35.633
8.5947;99.179;33.067
14.877;99.298;30.685
40.178;99.453;26.37
127.42;99.538;21.357
