0.54644;91.185;45.034
1.3686;96.489;41.047
2.4305;97.726;38.553
4.7607;98.472;35.633
8.5947;98.746;33.067
14.877;98.84;30.685
40.178;98.961;26.37
127.42;99.03;21.357
