87.545;93.686;79.265;59.961;3.8042;92.775;98.797;64.847;91.185;55.451
93.491;97.409;89.365;76.299;46.367;96.059;98.868;85.011;96.489;81.365
95.348;97.984;92.714;80.725;60.833;97.135;98.907;90.127;97.726;87.403
96.759;98.82;95.221;84.955;74.386;97.928;98.94;93.7;98.472;91.381
97.574;98.912;96.581;88.145;85.352;98.352;98.967;95.713;98.746;93.5
97.985;98.948;97.201;89.967;91.404;98.514;98.979;96.611;98.84;94.437
98.521;98.994;98.006;93.807;96.008;98.756;99.005;97.824;98.961;95.759
98.845;99.022;98.575;95.89;98.427;98.916;99.03;98.498;99.03;96.545
