5.8758;3.8042;35.67
131.16;46.367;22.182
500.76;60.833;16.364
1730.4;74.386;10.979
3801.4;85.352;7.5609
4548.6;91.404;6.7815
5045.9;96.008;6.331
5432.2;98.427;6.0106
