5.8758;22.159;35.67
131.16;51.023;22.182
500.76;63.897;16.364
1730.4;76.425;10.979
3801.4;87.229;7.5609
4548.6;92.255;6.7815
5045.9;96.665;6.331
5432.2;98.918;6.0106
