0.88262;0.24319;2.0174;0.54688;5.8758;0.91712;0.20833;3.802;0.54644;1.3829
12.097;0.39748;27.963;27.781;131.16;9.4936;0.20833;28.584;1.3686;7.3942
30.933;1.3449;74.153;36.609;500.76;23.517;0.25;57.307;2.4305;12.006
64.763;2.6264;153.32;270.2;1730.4;43.939;0.58333;98.405;4.7607;19.072
103.23;5.0177;244.2;869.44;3801.4;66.86;0.70833;141.84;8.5947;28.348
136.2;8.1017;312.17;1479.8;4548.6;77.443;4.3333;176.95;14.877;37.44
201.94;29.487;481.96;6031.1;5045.9;126.02;1.8333;282.2;40.178;68.641
344.75;121.31;721.35;6980;5432.2;270.49;97.583;501.02;127.42;141.81
