5;0.88262;87.545;48.13;0.99937
25;12.097;93.491;36.761;0.99426
50;30.933;95.348;32.684;0.98749
100;64.763;96.759;29.475;0.97794
200;114.08;97.725;27.016;0.95967
400;183.29;98.384;24.957;0.93514
750;253.11;98.736;23.555;0.91649
1000;344.75;98.845;22.213;0.9086
