1.3829;85.09;41.067;0.98906
7.3942;93.763;33.786;0.95456
12.006;95.784;31.68;0.93624
19.072;97.115;29.67;0.91202
28.348;97.825;27.949;0.8853
37.44;98.138;26.741;0.86213
68.641;98.581;24.109;0.80324
141.81;98.844;20.957;0.72186
