5;0.54644;91.185;45.034;0.99751
25;1.3686;96.489;41.047;0.99426
50;2.4305;97.726;38.553;0.99048
100;4.7607;98.472;35.633;0.98233
175;8.5947;98.746;33.067;0.97164
250;14.877;98.84;30.685;0.95727
500;40.178;98.961;26.37;0.89941
1000;127.42;99.03;21.357;0.80121
