0.20833;99.393;51.899;0.99999
0.20833;99.429;51.899;0.99999
0.25;99.448;51.107;0.99999
0.58333;99.466;47.427;0.99992
0.70833;99.483;46.584;0.99994
4.3333;99.492;38.718;0.95384
1.8333;99.509;42.454;0.95412
97.583;99.527;25.193;0.99374
