48.13;51.303;32.544;47.004;35.67;44.281;51.899;37.086;45.034;41.067
36.761;49.17;21.126;29.945;22.182;34.131;51.899;28.325;41.047;33.786
32.684;43.876;16.891;28.747;16.364;30.192;51.107;25.304;38.553;31.68
29.475;40.969;13.736;20.066;10.979;27.477;47.427;22.956;35.633;29.67
27.45;38.158;11.715;14.99;7.5609;25.654;46.584;21.368;33.067;27.949
26.246;36.077;10.648;12.681;6.7815;25.016;38.718;20.408;30.685;26.741
24.536;30.466;8.7619;6.5787;6.331;22.901;42.454;18.381;26.37;24.109
22.213;24.324;7.0106;5.9441;6.0106;19.584;25.193;15.888;21.357;20.957
