5;5.8758;22.159;35.67;0.9994
25;131.16;51.023;22.182;0.98674
50;500.76;63.897;16.364;0.95033
100;1730.4;76.425;10.979;0.83479
200;4179.8;89.372;7.1488;0.51253
400;4884.5;95.575;6.4722;0.29067
750;5316.6;98.203;6.104;0.16772
1000;5432.2;98.918;6.0106;0.096689
