5;5.8864;50.876;35.123;0.99594
25;73.4;80.657;24.164;0.95431
50;129.86;88.246;21.687;0.92457
100;197.33;92.785;19.869;0.89093
175;265.9;95.413;18.574;0.85538
250;317.36;96.587;17.806;0.82913
500;455.02;98.13;16.241;0.76198
1000;698.92;99.026;14.377;0.63966
