5;5.8864;50.876;35.123;0.99594
25;73.4;80.657;24.164;0.95431
50;129.86;88.246;21.687;0.92457
100;197.33;92.785;19.869;0.89093
200;283.54;95.872;18.295;0.84647
400;404.12;97.718;16.756;0.78649
750;581.31;98.711;15.177;0.70036
1000;698.92;99.026;14.377;0.63966
