5;0.54688;59.961;47.004;0.99998
25;27.781;76.299;29.945;0.99909
50;36.609;80.725;28.747;0.99882
100;270.2;84.955;20.066;0.99084
200;928.56;89.251;14.705;0.96695
400;4767.7;92.245;7.5996;0.81055
750;7067.2;95.044;5.8902;0.70365
1000;6980;95.89;5.9441;0.71897
